time_local_15m,ahu_10_air_discharge_flow_sp,ahu_10_air_discharge_temp_sensor,ahu_10_air_discharge_temp_sp,ahu_10_air_return_flow_sp,ahu_10_air_return_temp_sensor,ahu_10_co2_return_concentration_sensor,ahu_10_enable_cmd,ahu_10_fan_air_discharge_enable_sensor,ahu_10_fan_air_discharge_flow_sp,ahu_10_fan_air_return_enable_sensor,ahu_10_fan_air_return_flow_sp,ahu_11_air_discharge_enable_sensor,ahu_11_air_discharge_flow_sp,ahu_11_air_discharge_temp_sensor,ahu_11_air_discharge_temp_sp,ahu_11_air_return_flow_sp,ahu_11_air_return_temp_sensor,ahu_11_co2_return_concentration_sensor,ahu_11_fan_air_discharge_flow_sp_percent,ahu_11_fan_air_enable_cmd,ahu_11_fan_air_exhaust_enable_sensor,ahu_11_fan_air_return_flow_sp_percent,ahu_12_air_discharge_flow_sp,ahu_12_air_discharge_temp_sensor,ahu_12_air_discharge_temp_sp,ahu_12_air_return_flow_sp,ahu_12_air_return_temp_sensor,ahu_12_co2_return_concentration_sensor,ahu_12_enable_cmd,ahu_12_fan_air_discharge_enable_sensor,ahu_12_fan_air_discharge_flow_sp,ahu_12_fan_air_return_enable_sensor,ahu_12_fan_air_return_flow_sp,ahu_13_air_discharge_flow_sp,ahu_13_air_discharge_temp_sensor,ahu_13_air_discharge_temp_sp,ahu_13_air_return_flow_sp,ahu_13_air_return_temp_sensor,ahu_13_co2_return_concentration_sensor,ahu_13_enable_cmd,ahu_13_fan_air_discharge_enable_sensor,ahu_13_fan_air_discharge_flow_sp,ahu_13_fan_air_return_enable_sensor,ahu_13_fan_air_return_flow_sp,ahu_14_air_discharge_flow_sp,ahu_14_air_discharge_temp_sensor,ahu_14_air_discharge_temp_sp,ahu_14_air_return_flow_sp,ahu_14_air_return_temp_sensor,ahu_14_co2_return_concentration_sensor,ahu_14_enable_cmd,ahu_14_fan_air_discharge_enable_sensor,ahu_14_fan_air_discharge_flow_sp,ahu_14_fan_air_return_enable_sensor,ahu_14_fan_air_return_flow_sp,ahu_15_air_discharge_pressure_sp,ahu_15_air_discharge_temp_sensor,ahu_15_air_discharge_temp_sp,ahu_15_air_return_pressure_sp,ahu_15_enable_cmd,ahu_15_fan_air_discharge_enable_sensor,ahu_15_fan_air_discharge_flow_sp,ahu_1_air_discharge_pressure_sp,ahu_1_air_discharge_temp_sensor,ahu_1_air_discharge_temp_sp,ahu_1_air_return_pressure_sp,ahu_1_air_return_temp_sensor,ahu_1_enable_cmd,ahu_1_fan_air_discharge_enable_sensor,ahu_1_fan_air_discharge_flow_sp,ahu_1_fan_air_return_enable_sensor,ahu_1_fan_air_return_flow_sp,ahu_2_air_discharge_pressure_sp,ahu_2_air_discharge_temp_sensor,ahu_2_air_discharge_temp_sp,ahu_2_air_return_pressure_sp,ahu_2_air_return_temp_sensor,ahu_2_enable_cmd,ahu_2_fan_air_discharge_enable_sensor,ahu_2_fan_air_discharge_flow_sp,ahu_2_fan_air_return_enable_sensor,ahu_2_fan_air_return_flow_sp,ahu_3_air_discharge_pressure_sp,ahu_3_air_discharge_temp_sensor,ahu_3_air_discharge_temp_sp,ahu_3_air_return_pressure_sp,ahu_3_air_return_temp_sensor,ahu_3_enable_cmd,ahu_3_fan_air_discharge_enable_sensor,ahu_3_fan_air_discharge_flow_sp,ahu_3_fan_air_return_enable_sensor,ahu_3_fan_air_return_flow_sp,ahu_4_air_discharge_pressure_sp,ahu_4_air_discharge_temp_sensor,ahu_4_air_discharge_temp_sp,ahu_4_air_return_pressure_sp,ahu_4_air_return_temp_sensor,ahu_4_enable_cmd,ahu_4_fan_air_discharge_enable_sensor,ahu_4_fan_air_discharge_flow_sp,ahu_4_fan_air_return_enable_sensor,ahu_4_fan_air_return_flow_sp,ahu_4_outside_air_temp_sensor,ahu_5_air_discharge_pressure_sp,ahu_5_air_discharge_temp_sensor,ahu_5_air_discharge_temp_sp,ahu_5_air_return_pressure_sp,ahu_5_air_return_temp_sensor,ahu_5_enable_cmd,ahu_5_fan_air_discharge_enable_sensor,ahu_5_fan_air_discharge_flow_sp,ahu_5_fan_air_return_enable_sensor,ahu_5_fan_air_return_flow_sp,ahu_6_air_discharge_pressure_sp,ahu_6_air_discharge_temp_sensor,ahu_6_air_discharge_temp_sp,ahu_6_air_return_pressure_sp,ahu_6_air_return_temp_sensor,ahu_6_enable_cmd,ahu_6_fan_air_discharge_enable_sensor,ahu_6_fan_air_discharge_flow_sp,ahu_6_fan_air_return_enable_sensor,ahu_6_fan_air_return_flow_sp,ahu_7_air_discharge_pressure_sp,ahu_7_air_discharge_temp_sensor,ahu_7_air_discharge_temp_sp,ahu_7_air_return_pressure_sp,ahu_7_air_return_temp_sensor,ahu_7_enable_cmd,ahu_7_fan_air_discharge_enable_sensor,ahu_7_fan_air_discharge_flow_sp,ahu_7_fan_air_return_enable_sensor,ahu_7_fan_air_return_flow_sp,ahu_8_air_discharge_flow_sp,ahu_8_air_discharge_temp_sensor,ahu_8_air_discharge_temp_sp,ahu_8_air_return_flow_sp,ahu_8_air_return_temp_sensor,ahu_8_co2_return_concentration_sensor,ahu_8_enable_cmd,ahu_8_fan_air_discharge_enable_sensor,ahu_8_fan_air_discharge_flow_sp,ahu_8_fan_air_return_enable_sensor,ahu_8_fan_air_return_flow_sp,ahu_9_air_discharge_pressure_sp,ahu_9_air_discharge_temp_sensor,ahu_9_air_discharge_temp_sp,ahu_9_air_return_pressure_sp,ahu_9_air_return_temp_sensor,ahu_9_co2_return_concentration_sensor,ahu_9_co2_return_concentration_sp,ahu_9_enable_cmd,ahu_9_fan_air_discharge_enable_sensor,ahu_9_fan_air_discharge_flow_sp,ahu_9_fan_air_return_enable_sensor,ahu_9_fan_air_return_flow_sp,weather_outside_air_temp
2026-07-29 14:15:00,2100,26.5699996948242,19,1300,27.1100006103516,410,0,0,0,0,0,0,7000,22.1900005340576,19.4984607696533,6500,22.3600006103516,423.400024414062,0,0,0,0,6500,26.6200008392334,15,5900,28.2600002288818,399.200012207031,0,0,0,0,0,4200,27.4400005340576,15,3200,26.7999992370605,427.600006103516,0,0,0,0,0,4000,29.0300006866455,15,3300,28.7600002288818,414.200012207031,0,0,0,0,0,400,27.2600002288818,19,246,0,0,0,220,21.5599994659424,19,181,26.9400005340576,1,1,55.8719749450684,1,52.233829498291,134,21.1599998474121,21,127,27.0200004577637,1,1,44.4938354492188,1,49.6225090026855,270,32.0299987792969,19,294,28.2099990844727,1,1,52.738842010498,1,50.829158782959,174,27.5799999237061,19,165,27.7099990844727,0,0,0,1,0,28.2299995422363,230,35.8499984741211,19,218,29.6900005340576,1,1,63.266185760498,1,67.029670715332,170,27.6499996185303,19,143,27.6900005340576,0,0,0,0,0,273,28.0499992370605,19,199,28.1599998474121,0,0,0,0,0,10300,26.6200008392334,19,9400,27.4300003051758,412,0,0,0,0,0,540,26.9699993133545,19,605,27.0200004577637,442.799987792969,757,0,0,0,0,0,33.6775
2026-07-29 14:30:00,2100,26.6100006103516,19,1300,27.2849998474121,410.399993896485,0,0,0,0,0,0,7000,22.1900005340576,19.4938468933105,6500,22.3600006103516,414.399978637696,0,0,0,0,6500,26.6649999618531,15,5900,28.4350004196167,398.100006103516,0,0,0,0,0,4200,27.125,15,3200,26.9300003051758,420.500015258789,0,0,0,0,0,4000,29.1050004959107,15,3300,28.795000076294,415.999969482422,0,0,0,0,0,310.5,27.335000038147,19,190.5,0,0,0,177,21.0500001907349,19,168,27.0150003433228,1,1,51.340223312378,1,46.8485794067383,124,21.3049993515015,21,117.5,27.0200004577637,1,1,43.2233352661133,1,46.4432601928711,251.5,31.9400005340576,19,238.5,28.2650003433228,1,1,49.7972564697266,1,44.930908203125,137.5,27.5950002670288,19,131,27.75,0,0,0,1,0,28.3649997711182,186,36.0799999237061,19,177,29.7799997329712,1,1,58.0391864776612,1,62.0381622314453,142,27.8400001525879,19,135,27.7899999618531,0,0,0,0,0,252,28.0749998092651,19,184,28.2200002670288,0,0,0,0,0,10300,26.7150001525879,19,9400,27.545000076294,407.199981689453,0,0,0,0,0,540,27.0150003433228,19,605,27.0500001907349,432.600036621094,757.5,0,0,0,0,0,34.035
2026-07-29 14:45:00,2100,26.6499996185303,19,1300,27.5100002288818,410.400024414062,0,0,0,0,0,0,7000,22.1900005340576,19.4938468933105,6500,22.3299999237061,421.799987792969,0,0,0,0,6500,26.7600002288818,15,5900,28.6399993896484,405.600036621094,0,0,0,0,0,4200,24.2800006866455,15,3200,27.2900009155273,430.800018310547,0,0,0,0,0,4000,29.2099990844727,15,3300,28.8700008392334,422.200012207031,0,0,0,0,0,282,27.4400005340576,19,173,0,0,0,163,20.9099998474121,19,155,27.0300006866455,1,1,50.0441360473633,1,45.6394958496094,112,20.3099994659424,21,107,27.0499992370605,1,1,41.9528350830078,1,45.233512878418,231,32.0900001525879,19,219,28.2900009155273,1,1,47.2861671447754,1,42.325325012207,125,27.6200008392334,19,120,27.7800006866455,0,0,0,1,0,28.5,172,36.7999992370605,19,164,29.8400001525879,1,1,56.6118545532227,1,60.4548301696777,133,28,19,127,27.9500007629395,0,0,0,0,0,229,28.1299991607666,19,169,28.3099994659424,0,0,0,0,0,10300,26.7600002288818,19,9400,27.6599998474121,406.600006103516,0,0,0,0,0,540,27.0300006866455,19,605,27.0499992370605,427.199981689453,765.599975585938,0,0,0,0,0,34.3925
2026-07-29 15:00:00,2100,26.7849998474122,19,1300,27.4549999237061,415.499984741211,0,0,0,0,0,0,7000,22.1900005340576,19.4961538314819,6500,22.3600006103516,424.599975585938,0,0,0,0,6500,26.835000038147,15,5900,28.710000038147,405.399993896485,0,0,0,0,0,4200,26.9350004196167,15,3200,27.6199998855591,446.699996948242,0,0,0,0,0,4000,29.3000001907349,15,3300,28.9449996948243,423.800018310547,0,0,0,0,0,247.5,27.5099992752075,19,151.5,0,0,0,146.5,20.625,19,139,27.0749998092652,1,1,47.997299194336,1,42.9364089965821,100.5,21.1450004577637,21,96,27.0649995803833,1,1,40.3312492370606,1,43.2265148162842,209.5,32.2399997711182,19,199,28.3949995040894,1,1,44.2380771636963,1,39.3979930877686,112,27.6399993896484,19,106.5,27.8249998092652,0,0,0,1,0,28.6649999618531,155,36.4150009155274,19,147,29.9300003051758,1,1,54.4847717285157,1,57.2807445526123,122,28.1399993896484,19,116,28.0650005340576,0,0,0,0,0,205.5,28.2199993133545,19,149.5,28.3600006103516,0,0,0,0,0,10300,26.835000038147,19,9400,27.7599992752075,408.499984741211,0,0,0,0,0,540,27.0649995803833,19,605,27.1100006103516,435.5,768.899993896485,0,0,0,0,0,34.75
2026-07-29 15:15:00,2100,26.9099998474121,19,1300,27.3700008392334,410,0,0,0,0,0,0,7000,22.2199993133545,19.4892311096191,6500,22.3600006103516,414.599975585938,0,0,0,0,6500,27.0499992370605,15,5900,28.7199993133545,412.200012207031,0,0,0,0,0,4200,27.3500003814697,15,3200,27.7199993133545,435.600006103516,0,0,0,0,0,4000,29.3799991607666,15,3300,29.0400009155273,420.599975585938,0,0,0,0,0,216,27.5799999237061,19,132,0,0,0,131,20.1100006103516,19,124,27.1499996185303,1,1,45.9969635009766,1,41.3073234558105,89,20.9599990844727,21,85,27.0799999237061,1,1,38.7096633911133,1,41.2195167541504,188,32.060001373291,19,179,28.5,1,1,40.9439849853516,1,36.655158996582,99,27.6700000762939,19,94,27.8600006103516,0,0,0,1,0,28.8400001525879,139,36.8300018310547,19,132,29.9899997711182,1,1,52.3576889038086,1,54.9301567077637,112,28.2600002288818,19,106,28.1800003051758,0,0,0,0,0,182,28.2800006866455,19,132,28.4799995422363,0,0,0,0,0,10300,26.9099998474121,19,9400,27.8899993896484,411,0,0,0,0,0,540,27.0799999237061,19,605,27.1399993896484,439,780.800048828125,0,0,0,0,0,34.8
2026-07-29 15:30:00,2100,26.9700002670288,19,1300,27.6149997711182,412.600006103516,0,0,0,0,0,0,7000,22.2299995422364,19.4961538314819,6500,22.3450002670289,420.099990844726,0,0,0,0,6500,27.0650005340577,15,5900,28.8850002288819,410.299987792969,0,0,0,0,0,4200,27.6149997711182,15,3200,27.7650003433228,432.699996948242,0,0,0,0,0,4000,29.4549999237061,15,3300,29.1149997711182,415.399993896485,0,0,0,0,0,216,27.7150001525879,19,132,0,0,0,131,20.085000038147,19,124,27.2150001525879,1,1,45.8859596252441,1,41.202320098877,89,20.5899991989136,21,85,27.125,1,1,38.7096633911133,1,41.2195167541504,188,32.25,19,179,28.4850006103516,1,1,40.9439849853516,1,36.2621574401855,99,27.6949996948243,19,94,27.9099998474121,0,0,0,1,0,28.9949998855591,139,36.5850009918213,19,132,30.0100002288818,1,1,52.044189453125,1,54.9301567077637,112,28.3549995422364,19,106,28.3100004196167,0,0,0,0,0,182,28.3400001525879,19,132,28.5700006484985,0,0,0,0,0,10300,27.0349998474122,19,9400,28.0500001907349,424.200012207031,0,0,0,0,0,540,27.125,19,605,27.1850004196167,437.100006103516,791.299987792969,0,0,0,0,0,34.85
2026-07-29 15:45:00,2100,27.0300006866455,19,1300,27.7999992370605,408.199981689453,0,0,0,0,0,0,7000,22.2199993133545,19.4938468933105,6500,22.3299999237061,419.600006103516,0,0,0,0,6500,27.1100006103516,15,5900,28.9599990844727,403.000030517578,0,0,0,0,0,4200,27.7600002288818,15,3200,27.8099994659424,426.000030517578,0,0,0,0,0,4000,29.5300006866455,15,3300,29.1900005340576,426.000030517578,0,0,0,0,0,216,27.7800006866455,19,132,0,0,0,131,20.1700000762939,19,124,27.2299995422363,1,1,46.4469604492188,1,40.7358207702637,89,21.4799995422363,21,85,27.1399993896484,1,1,38.7096633911133,1,41.2195167541504,188,32.4099998474121,19,179,28.4699993133545,1,1,40.9439849853516,1,36.2621574401855,99,27.7199993133545,19,94,27.9500007629395,0,0,0,1,0,29.1700000762939,139,36.3699989318848,19,132,30.0699996948242,1,1,51.7306900024414,1,54.3601570129395,112,28.4599990844727,19,106,28.4099998474121,0,0,0,0,0,182,28.4200000762939,19,132,28.6499996185303,0,0,0,0,0,10300,27.1100006103516,19,9400,28.2700004577637,410,0,0,0,0,0,540,27.1700000762939,19,605,27.25,426.000030517578,794.799987792969,0,0,0,0,0,34.9
2026-07-29 16:00:00,2100,27.0950002670289,19,1300,27.8150005340577,416.399993896485,0,0,0,0,0,0,7000,22.2049999237061,19.4938468933105,6500,22.3450002670289,422.499984741211,0,0,0,0,6500,27.1850004196167,15,5900,29.0400009155273,412.400009155274,0,0,0,0,0,4200,27.8450002670288,15,3200,27.795000076294,421.29997253418,0,0,0,0,0,4000,29.6200008392334,15,3300,29.2799997329712,432.199966430664,0,0,0,0,0,216,27.795000076294,19,132,0,0,0,131,20.0399999618531,19,124,27.1700000762939,1,1,46.4694633483887,1,40.6908264160156,89,21.2200002670288,21,85,27.1750001907349,1,1,38.7096633911133,1,41.2195167541504,188,32.2849998474121,19,179,28.4250001907349,1,1,40.9439849853516,1,36.2621574401855,99,27.7449998855591,19,94,27.9899997711182,0,0,0,1,0,29.3249998092652,139,36.5200004577636,19,132,29.8400001525879,1,1,48.594186782837,1,49.6096534729004,112,28.4899997711182,19,106,28.4549999237061,0,0,0,0,0,182,28.4499998092651,19,132,28.7250003814698,0,0,0,0,0,10300,27.2049999237061,19,9400,28.3499994277954,410.700012207031,0,0,0,0,0,540,27.1999998092651,19,605,27.2349996566773,424.100021362305,802.100006103516,0,0,0,0,0,34.95
2026-07-29 16:15:00,2100,27.1700000762939,19,1300,27.9200000762939,406.199981689453,0,0,0,0,0,0,7000,22.1900005340576,19.4984607696533,6500,22.3299999237061,419.999969482422,0,0,0,0,6500,27.2199993133545,15,5900,29.0699996948242,401.399993896484,0,0,0,0,0,4200,27.8999996185303,15,3200,27.7800006866455,421,0,0,0,0,0,4000,29.6800003051758,15,3300,29.3600006103516,415.799987792969,0,0,0,0,0,216,27.8099994659424,19,132,0,0,0,131,20.1399993896484,19,124,27.1499996185303,1,1,46.3854637145996,1,40.6908264160156,89,20.25,21,85,27.1900005340576,1,1,38.7096633911133,1,41.2195167541504,188,32.3800010681152,19,179,28.4099998474121,1,1,40.9439849853516,1,36.2621574401855,99,27.7700004577637,19,94,28.0300006866455,0,0,0,1,0,29.4799995422363,139,36.6100006103516,19,132,29.4899997711182,1,1,46.836181640625,1,46.782154083252,112,28.5200004577637,19,106,28.5,0,0,0,0,0,182,28.5400009155273,19,132,28.8299999237061,0,0,0,0,0,10300,27.25,19,9400,28.2700004577637,410,0,0,0,0,0,540,27.2299995422363,19,605,27.2800006866455,440.600006103516,804.599975585938,0,0,0,0,0,35.0025
2026-07-29 16:30:00,2100,27.1850004196167,19,1300,28.295000076294,416.900009155274,0,0,0,0,0,0,7000,22.2049999237061,19.4961538314819,6500,22.3299999237061,416.300003051758,0,0,0,0,6500,27.25,15,5900,29.1899995803833,408.199981689454,0,0,0,0,0,4200,27.9749994277955,15,3200,27.8099994659424,419.699996948242,0,0,0,0,0,4000,29.7299995422363,15,3300,29.4499998092651,437.899993896484,0,0,0,0,0,216,27.8099994659424,19,132,0,0,0,131,20.1549997329712,19,124,27.1850004196167,1,1,46.1004638671875,1,40.6908264160156,89,21.5299997329712,21,85,27.1900005340576,1,1,38.7096633911133,1,41.2195167541504,188,32.439998626709,19,179,28.3949995040894,1,1,40.9439849853516,1,36.2621574401855,99,27.8000001907349,19,94,28.0699996948243,0,0,0,1,0,29.6400003433228,139,36.7650012969971,19,132,29.4299993515015,1,1,46.1116809844971,1,45.9616565704346,112,28.505000114441,19,106,28.4699993133545,0,0,0,0,0,182,28.585000038147,19,132,28.9449996948242,0,0,0,0,0,10300,27.2650003433228,19,9400,28.4849996566773,439.099975585938,0,0,0,0,0,540,27.2700004577637,19,605,27.3400001525879,426.800018310547,806.699981689453,0,0,0,0,0,35.055
