time_local_15m,Building,ahu_10_air_discharge_temp_sensor,ahu_10_air_discharge_temp_sensor_cooling,ahu_11_air_discharge_temp_sensor,ahu_11_air_discharge_temp_sensor_cooling,ahu_12_air_discharge_temp_sensor,ahu_12_air_discharge_temp_sensor_cooling,ahu_14_air_discharge_temp_sensor,ahu_14_air_discharge_temp_sensor_cooling,ahu_14_air_discharge_temp_sensor_heating,ahu_15_air_discharge_temp_sensor,ahu_15_air_discharge_temp_sensor_cooling,ahu_1_air_discharge_temp_sensor,ahu_1_air_discharge_temp_sensor_cooling,ahu_2_air_discharge_temp_sensor,ahu_2_air_discharge_temp_sensor_cooling,ahu_2_air_discharge_temp_sensor_heating,ahu_4_air_discharge_temp_sensor,ahu_4_air_discharge_temp_sensor_cooling,ahu_4_air_discharge_temp_sensor_heating,ahu_6_air_discharge_temp_sensor,ahu_6_air_discharge_temp_sensor_cooling,ahu_6_air_discharge_temp_sensor_heating,ahu_7_air_discharge_temp_sensor,ahu_7_air_discharge_temp_sensor_cooling,ahu_8_air_discharge_temp_sensor,ahu_8_air_discharge_temp_sensor_cooling,ahu_9_air_discharge_temp_sensor,ahu_9_air_discharge_temp_sensor_cooling,weather_outside_air_temp,ahu_abe_air_discharge_temp_sensor,ahu_abo_air_discharge_temp_sensor,ahu_ac_air_discharge_temp_sensor,ahu_cc_air_discharge_temp_sensor,ahu_hall_air_discharge_temp_sensor
2026-08-10 07:00:00,Eurocrystal,23.3613357543945,24.8500003814697,23.8756771087646,24.7099990844727,26.6046371459961,27.019998550415,28.3178977966309,26.6999988555908,26.5599994659424,22.7715587615967,20.2700004577637,25.6457405090332,23.9099998474121,26.0106983184814,26.0399990081787,25.9699993133545,25.9065704345703,26.6199989318848,26.7199993133545,25.1629867553711,26.6299991607666,26.7399997711182,26.5319900512695,27,28.8856029510498,28.8899993896484,28.7482147216797,27.9599990844727,18.48,23.3399963378906,23.6699981689453,23.9499969482422,22.6699981689453,24.1258602142334
2026-08-10 07:15:00,Eurocrystal,23.2569828033447,24.7600002288818,23.8165435791016,24.6499996185303,26.5919780731201,27.019998550415,22.5473155975342,7.53999996185303,26.5299987792969,22.746603012085,20.2700004577637,25.6492538452148,23.8099994659424,26.0106239318848,26.0299987792969,25.9599990844727,25.9057655334473,26.6199989318848,26.6999988555908,25.1669483184814,26.6199989318848,26.7299995422363,26.5230541229248,26.9899997711182,28.8449420928955,28.8799991607666,28.7468090057373,27.939998626709,18.5525,27.6399993896484,28.0800018310547,23.9499969482422,26.8100051879883,24.178150177002
2026-08-10 07:30:00,Eurocrystal,23.3047437667847,24.630000114441,23.7725429534913,24.539999961853,26.5672407150269,27.019998550415,22.9137010574341,7.54999995231629,26.2199993133545,22.7034912109375,20.2550001144409,23.2783536911011,8.60999965667725,25.982442855835,26.0349988937378,25.9449996948243,25.8630018234253,26.5599994659424,26.5849990844727,25.1285953521729,26.5749988555908,26.6099996566773,26.5071115493775,26.9799995422363,28.7946357727051,28.854998588562,28.7947044372559,27.9249992370606,18.625,20.0099983215333,21.25,20.254997253418,21.5650024414063,20.8446197509766
2026-08-10 07:45:00,Eurocrystal,22.5450534820557,24.519998550415,22.0845775604248,24.7600002288818,26.5459747314453,27.019998550415,23.1604137420654,8.13000011444092,25.8899993896484,24.0269050598145,20.2299995422363,23.7525634765625,7.81999969482422,25.9671325683594,26.0299987792969,25.9200000762939,25.7768669128418,26.4899997711182,26.439998626709,25.1318626403809,26.5,26.4699993133545,26.495267868042,26.9799995422363,28.7194290161133,28.8199996948242,24.404411315918,27.8899993896484,18.6975,14.9700012207031,16.3999938964844,15.3800048828125,16.1999969482422,16.8836059570312
2026-08-10 08:00:00,Eurocrystal,22.9626684188843,24.4149990081787,21.9871091842652,24.6099996566773,26.5300645828247,27.0100002288818,22.9656009674072,6.99499988555909,25.6549997329712,23.9822978973389,20.2049989700318,24.7569131851196,8.31500005722046,25.9427499771118,26.019998550415,25.8849992752076,25.6495685577393,26.4149990081787,26.3349990844727,25.1185655593872,26.4299993515015,26.3649997711182,26.4819393157959,26.9699993133545,28.6477088928223,28.8049993515015,23.5883989334106,27.8599987030029,18.77,13.6300010681153,15.2050018310547,14.1800003051758,14.8050041198731,15.6547756195069
2026-08-10 08:15:00,Eurocrystal,23.0437850952148,24.3500003814697,21.9496726989746,24.5,26.5211029052734,27.0100002288818,23.006326675415,8.10999965667725,25.4899997711182,23.9145565032959,20.1999988555908,22.8170948028564,7.11999988555908,25.9138069152832,26.0100002288818,25.8400001525879,25.5564479827881,26.3299999237061,26.2299995422363,25.0375480651855,26.3699989318848,26.269998550415,26.4700336456299,26.9599990844727,28.5634269714355,28.75,23.6454486846924,27.8400001525879,18.8425,15.5899963378906,16.9199981689453,16,15.9099960327148,17.5720996856689
2026-08-10 08:30:00,Eurocrystal,23.3271217346192,24.3450002670288,22.0123109817505,24.3899993896484,18.3992834091187,7.4449999332428,22.9541969299316,7.05999970436097,25.3549995422364,23.7458639144898,20.1649990081787,24.4775514602661,7.75500011444092,25.8698358535767,26.0049991607666,25.8099994659424,25.4550838470459,26.2399988174439,26.149998664856,24.9391250610352,26.2999992370606,26.1649999618531,24.7225227355957,26.814998626709,28.4853601455689,28.7599992752075,23.4975996017457,27.8049993515015,18.915,15.8949966430664,17.2699966430664,16.3649978637695,16.7799987792969,17.6723194122314
2026-08-10 08:45:00,Eurocrystal,23.5215930938721,24.3699989318848,22.3171424865723,24.3199996948242,18.0599594116211,8.26999950408936,23.0244789123535,8.05000019073486,25.2199993133545,23.6588859558105,20.1199989318848,24.1330375671387,7.19999980926514,25.7761707305908,25.9899997711182,25.7799987792969,24.7953567504883,26.1800003051758,26.0799999237061,25.2505798339844,25.8400001525879,26.0799999237061,23.8323516845703,25.9499988555908,28.4049606323242,28.7199993133545,23.6264934539795,27.75,18.9875,13.9200019836426,15.4800033569336,14.5500030517578,15.1699981689453,16.1079597473145
2026-08-10 09:00:00,Eurocrystal,23.9222278594971,24.6099996566773,22.3973398208618,24.2949991226196,17.8939542770386,7.45499992370606,22.9956645965577,7.30499982833862,25.125,23.58482837677,20.0999994277954,23.9277858734131,7.66999959945679,25.7388725280762,25.9899997711182,25.7649993896484,24.5819931030274,25.8949995040894,25.9999990463257,22.0825891494751,15.8550000190735,26.0099992752075,23.5914535522461,24.9849996566773,28.3461637496948,28.6849994659424,23.8842658996582,27.7049999237061,19.06,14.6149978637696,15.7299995422363,15.0249996185303,15.0699996948242,16.7703075408936
2026-08-10 09:15:00,Eurocrystal,24.08669090271,24.9599990844727,22.5126113891602,24.3099994659424,18.2105007171631,8.38000011444092,23.1222896575928,8.03999996185303,24.9899997711182,23.5650386810303,20.0699996948242,23.8299255371094,7.48000001907349,25.7360038757324,25.9799995422363,25.75,24.5703639984131,24.3599987030029,25.9099998474121,19.7420043945312,8.6899995803833,25.9200000762939,23.5138244628906,24.2999992370605,28.2577877044678,28.6700000762939,24.0082740783691,27.6499996185303,19.545,16.7299957275391,16.9399948120117,17.0699920654297,16.620002746582,18.2693099975586
2026-08-10 09:30:00,Eurocrystal,24.4418067932129,25.3199987411499,22.6625013351441,24.3249998092652,18.0573434829712,7.73999977111817,22.9942865371705,7.47499966621399,24.8499994277954,23.5849704742432,20.0499992370605,24.3615760803223,7.88499975204468,25.7267045974732,25.9399995803833,25.7399997711182,24.6164093017578,22.6199998855591,25.814998626709,19.9910745620728,8.46499967575073,25.8449993133545,23.5310029983521,23.8199987411499,28.1899709701539,28.6299991607666,24.3248662948609,27.5949993133545,20.03,14.5450019836426,14.8800010681153,15.1100044250489,14.7550010681152,16.6265077590943
2026-08-10 09:45:00,Eurocrystal,25.0056781768799,25.7099990844727,23.4880485534668,24.7600002288818,17.8089294433594,7.19999980926514,22.9529361724854,7.15999984741211,24.7299995422363,23.7310695648193,20.0399990081787,23.522102355957,7.77999973297119,25.7035026550293,25.8699989318848,25.7299995422363,24.8539295196533,21.4699993133545,25.7299995422363,20.0425643920898,8.27999973297119,25.7600002288818,23.5633640289307,23.4899997711182,28.1219177246094,28.6199989318848,25.0937976837158,27.5599994659424,20.515,13.5,13.6800003051758,14.0200042724609,13.620002746582,15.715781211853
2026-08-10 10:00:00,Eurocrystal,25.4737319946289,26.1149997711182,23.8181285858154,26.8699989318848,17.929072380066,7.37499976158142,23.0421695709229,7.11499977111816,24.625,23.8438444137574,20.0349988937378,24.2067298889161,7.32499980926514,25.6949090957642,25.7949991226197,25.7199993133545,24.9373579025269,20.4099998474121,25.6599998474121,20.0336561203003,8.57499980926514,25.7299995422364,23.7450542449952,23.1799993515015,28.0568323135376,28.5899991989136,25.3487682342529,27.5349998474121,21,15.9049987792969,16.1399993896485,16.504997253418,15.4300003051758,18.0906476974487
2026-08-10 10:15:00,Eurocrystal,25.8350028991699,26.5599994659424,21.7662563323975,8,17.9965591430664,7.54999971389771,23.0116386413574,7.21000003814697,24.519998550415,23.9719848632812,20.0399990081787,24.8426494598389,7.42999982833862,25.6822853088379,25.75,25.7099990844727,25.0639476776123,19.689998626709,25.5999984741211,20.0074558258057,8.69999980926514,25.6599998474121,23.9370574951172,22.9899997711182,27.9859504699707,28.5799999237061,25.6547203063965,27.5100002288818,21.485,15.5999984741211,16.0599975585938,16.1999969482422,15.9899978637695,17.5808143615723
2026-08-10 10:30:00,Eurocrystal,26.499815940857,26.4149990081787,23.1976432800293,7.92999982833862,18.1001176834107,7.77499985694885,23.0333194732666,7.35999965667724,24.4299993515015,24.2127361297608,20.0299997329712,23.4197826385499,7.29999971389771,25.6609792709351,25.7099990844727,25.7149991989136,25.3510665893555,19.5900001525879,25.5500001907349,20.0375137329102,8.30499982833863,25.6149997711182,24.1409492492676,22.8399991989136,27.9598512649536,28.5499992370605,26.0042991638184,27.0599994659424,21.97,14.4000053405762,14.9750022888184,14.9650039672852,14.745002746582,16.5437145233155
2026-08-10 10:45:00,Eurocrystal,25.7310905456543,9.38999938964844,23.1401691436768,8.05000019073486,18.1718692779541,8.09000015258789,23.0852394104004,7.94999980926514,24.3599987030029,24.4202880859375,20.0299987792969,25.0068454742432,7.42999982833862,25.635082244873,25.6700000762939,25.7199993133545,25.5599994659424,19.4099998474121,25.4799995422363,19.9899787902832,8.14999961853027,25.5399990081787,24.4068622589111,22.7099990844727,27.9282112121582,28.5299987792969,26.4986114501953,25.9599990844727,22.455,13.7400016784668,14.4100036621094,14.3499984741211,14.1399993896484,15.9946632385254
2026-08-10 11:00:00,Eurocrystal,25.990403175354,7.43499994277954,23.2560777664185,8.01500010490418,17.8377656936646,7.24999976158143,23.0063047409058,7.03499984741211,24.2849998474121,24.5918655395508,20.0299987792969,23.4406452178955,7.34999990463257,25.6132049560547,25.5999994277954,25.7049989700318,25.7128190994263,18.7549991607666,25.4249992370606,20.0396146774292,8.10499954223633,25.4949998855591,24.6509094238281,22.625,27.853726387024,28.5049991607666,27.251844406128,24.9899988174439,22.94,15.1150016784668,15.6049995422364,15.5849990844727,14.9150009155274,17.4152250289917
2026-08-10 11:15:00,Eurocrystal,25.9592456817627,8.09000015258789,23.173864364624,7.41999959945679,18.0765190124512,8.11999988555908,23.0980186462402,7.96000003814697,24.2199993133545,24.7830829620361,20.0299987792969,24.9231128692627,7.06999969482422,25.5835990905762,25.5399990081787,25.6999988555908,25.9175090789795,18.2600002288818,25.3699989318848,20.0541458129883,8.19999980926514,25.439998626709,24.961296081543,22.5299987792969,27.787036895752,28.5,27.7707118988037,24.3099994659424,23.425,16.5199966430664,17.0100021362305,16.8300018310547,16.8399963378906,18.3564586639404
2026-08-10 11:30:00,Eurocrystal,26.1781730651856,7.64999985694886,23.1527919769287,7.95499968528748,18.041431427002,7.81999969482422,23.0319147109985,7.35500001907349,24.1699991226197,24.9751272201538,20.0299987792969,23.3663063049316,7.78500008583069,25.5631589889526,25.5,25.6949987411499,26.1005086898804,18.2699995040894,25.3299999237061,20.020809173584,8.05499958992004,25.4099998474121,25.2597808837891,22.4799995422363,27.7549552917481,28.4799995422363,27.9282445907593,23.6399993896485,23.91,15.3050003051758,15.8849983215332,15.7999992370606,15.5800018310547,17.297571182251
2026-08-10 11:45:00,Eurocrystal,26.2120323181152,6.8899998664856,23.2357406616211,6.92999982833862,17.768762588501,7.00999975204468,22.9835758209229,6.48000001907349,24.1199989318848,25.2589092254639,20.0399990081787,24.9763202667236,7.52999973297119,25.5445518493652,25.439998626709,25.6800003051758,25.9626884460449,8.17000007629395,25.2899990081787,20.0700244903564,7.90999984741211,25.3599987030029,25.6040649414062,22.4200000762939,27.7081279754639,28.4499988555908,28.2408065795898,23.1599998474121,24.395,14.5699996948242,15.2300033569336,15.0600051879883,14.8800048828125,16.7528800964355
